ACC_X_AVG,ACC_Y_AVG,ACC_Z_AVG,GYR_X_AVG,GYR_Y_AVG,GYR_Z_AVG,MAG_X_AVG,MAG_Y_AVG,MAG_Z_AVG,ACC_X_Range,ACC_Y_Range,ACC_Z_Range,GYR_X_Range,GYR_Y_Range,GYR_Z_Range,MAG_X_Range,MAG_Y_Range,MAG_Z_Range
-37.91666667,23.96666667,906.1416667,119.8583333,-70.075,27.475,267.5083333,-87.81666667,-423.0833333,526,1187,2348,5659,2219,1080,531,280,325
40.41666667,-270.125,761.2166667,-100.15,26.6,-11.075,414.55,-182.0083333,-333.3666667,866,1120,2559,4740,2132,814,473,289,422
21.23333333,-218.9666667,816.6333333,126.6166667,-71.91666667,-0.166666667,393.05,-166.1,-364.475,821,1214,2739,4642,2335,947,490,287,393
-39.10833333,-176.4083333,757.0166667,-52.11666667,5.608333333,1.841666667,387.6833333,-131.925,-375.825,880,1339,2731,5228,2388,1240,498,271,435
67.925,-142.175,855.1416667,93.3,-70.95833333,-4.275,356.3916667,-201.7416667,-382.4416667,767,1174,2508,4977,2171,935,474,301,349
-19.96666667,-175.625,809.2083333,-37.35,-7.166666667,22.76666667,375.1,-168.175,-394.25,913,1195,2544,5042,1864,1170,448,322,350
-39.36666667,-116.55,918.725,35.43333333,-54.7,42.15,332.325,-173.8166667,-409.3166667,826,1085,2432,4279,1819,868,455,256,328
29.375,-104.3083333,849.6083333,36.34166667,-41.99166667,-29.75,198.3833333,269.2916667,-423.5166667,1108,1214,2428,6124,2053,1117,664,126,306
15.84166667,-25.91666667,868.5666667,11.34166667,-41.075,-9.808333333,156.0833333,266.4583333,-425.2,797,1268,2543,5937,1670,1297,678,131,287
-31.85833333,-19.98333333,863.3833333,-124.9333333,-23.225,12.41666667,164.625,278.6166667,-428.1583333,919,1260,2512,5927,1466,1345,668,123,270
-17.55,-62.78333333,880.7333333,121.9916667,-17.91666667,-24.73333333,145.4416667,268.25,-420,877,1458,2378,5568,2200,1078,662,224,244
-11,-35.65833333,803.8666667,-127.05,-23.68333333,-22.13333333,205.575,277.2166667,-385.4333333,1185,1389,2725,7053,1880,1110,716,138,366
4.158333333,0.408333333,865.85,141.775,-22.65,-14.375,155.55,271.4166667,-400.8916667,1102,1240,2364,6253,2006,955,672,171,292
-26.93333333,-5.425,890.0583333,8.4,-11.40833333,-26.15833333,121.0166667,285.8416667,-404.2166667,1083,1364,2398,6366,2131,981,625,190,226
-3.658333333,-17.00833333,877.525,4.425,-24.49166667,-14.1,133.9583333,264.6,-394.6083333,891,1194,2615,6740,1898,1031,708,223,294
-343.42,638.34,-682.3,4.084,-12.542,-9.88,4.084,-12.542,-9.88,1573,1136,2067,297.3,717.9,233.1,297.3,717.9,233.1
-403.96,615.32,-542.52,7.384,-4.226,-2.58,7.384,-4.226,-2.58,1492,1612,2667,340.3,847.1,349.9,340.3,847.1,349.9
-484,686.38,-789.38,-5.126,-33.142,-11.49,-5.126,-33.142,-11.49,1438,1134,3138,261.1,846.3,291.9,261.1,846.3,291.9
-425.9130435,692.2391304,-664.7826087,0.765217391,4.889130435,-7.997826087,0.765217391,4.889130435,-7.997826087,1427,1163,2677,313.6,869.3,278.7,313.6,869.3,278.7
-69.6,558.98,-681.64,3.044,3.226,-5.9,3.044,3.226,-5.9,1272,849,2295,248.8,551.3,217.5,248.8,551.3,217.5
-57.84,541.7,-659.38,4,-2.104,0.22,4,-2.104,0.22,1194,1149,2458,143.8,576.5,184,143.8,576.5,184
-47.64,621.88,-698.82,6.022,-5.532,-0.29,6.022,-5.532,-0.29,1054,1025,2283,132.6,543.1,201.8,132.6,543.1,201.8
-13.28,611.3,-584.62,3.55,-31.526,-14.612,3.55,-31.526,-14.612,1220,950,1882,152.9,498.2,206,152.9,498.2,206
-158.7142857,649.3714286,-467.2857143,-25.29142857,-4.597142857,-0.462857143,-25.29142857,-4.597142857,-0.462857143,1283,945,1929,176.8,516.3,258.3,176.8,516.3,258.3
-668.58,624.76,-772.38,14.504,40.1,5.668,14.504,40.1,5.668,1219,1585,2897,242.1,912.1,290.8,242.1,912.1,290.8
-605.06,678.76,-801.5,2.344,-43.242,-18.122,2.344,-43.242,-18.122,1633,1773,3224,371.6,902.7,343.8,371.6,902.7,343.8
-496.46,641.12,-765.48,15.798,50.43,4.548,15.798,50.43,4.548,1266,1278,2514,409.9,844.6,292,409.9,844.6,292
-609.2571429,657.1714286,-364.3142857,-13.08571429,-60.78571429,-36.37714286,-13.08571429,-60.78571429,-36.37714286,1388,1152,2219,186.4,756.7,248.7,186.4,756.7,248.7
-337.82,561.88,-565.92,7.954,0.398,-5.852,7.954,0.398,-5.852,1145,1575,2759,234.1,711.1,235.7,234.1,711.1,235.7
-401.54,611.66,-889.66,9.62,-30.158,-12.068,9.62,-30.158,-12.068,1112,1866,2998,308.9,801.7,194.4,308.9,801.7,194.4
-575.82,605.8,-633.78,5.108,33.398,-0.116,5.108,33.398,-0.116,1190,1791,3302,354.3,926.6,277.8,354.3,926.6,277.8
-840.4137931,690.1034483,-361.1034483,-26.52068966,-53.77931034,-31.19310345,-26.52068966,-53.77931034,-31.19310345,1209,878,1040,393.9,625.4,267.2,393.9,625.4,267.2
-464.7,646.34,-715.88,15.068,47.902,11.938,15.068,47.902,11.938,1031,1268,2718,283.5,780.4,247.8,283.5,780.4,247.8
-487.88,700.12,-809.96,6.712,-33.906,-12.474,6.712,-33.906,-12.474,1109,1556,3159,299.5,899.1,271.6,299.5,899.1,271.6
-355.2,584.12,-622.22,7.164,36.426,10.2,7.164,36.426,10.2,1229,1230,2802,262.1,794.9,272.6,262.1,794.9,272.6
-677.4,693.2571429,-318.8857143,-24.84571429,-61.60857143,-20.24571429,-24.84571429,-61.60857143,-20.24571429,1139,849,1571,226,394.5,248,226,394.5,248
-302.06,528.58,-598.48,8.658,13.998,-4.392,8.658,13.998,-4.392,1010,1504,2751,280.9,814.6,269.4,280.9,814.6,269.4
-390.9,679.62,-836.62,2.596,-22.234,-16.198,2.596,-22.234,-16.198,1023,1564,3172,336.6,871.6,259.3,336.6,871.6,259.3
-308.92,597.92,-699.9,9.442,39.584,4.746,9.442,39.584,4.746,1199,1623,2957,278.8,742.6,312.6,278.8,742.6,312.6
-583.7692308,606,-281.6923077,-18.33846154,-56.62307692,-26.03589744,-18.33846154,-56.62307692,-26.03589744,1147,1239,2302,265.8,665.3,178.6,265.8,665.3,178.6
-190,608.1,-712.14,-2.608,-26.226,-10.074,-2.608,-26.226,-10.074,1278,946,2164,196.2,568.3,214.2,196.2,568.3,214.2
61.3,519.1,-531.22,3.21,-16.628,-7.274,3.21,-16.628,-7.274,1103,935,2209,111,514.5,181.8,111,514.5,181.8
-53.74,607.84,-649.48,8.17,14.98,3.898,8.17,14.98,3.898,1414,748,1760,98.4,420.5,166.9,98.4,420.5,166.9
152.78,541.58,-530.88,4.254,7.78,5.542,4.254,7.78,5.542,1396,692,1743,92.2,337.6,141.3,92.2,337.6,141.3
180.9,522.26,-535.8,3.096,10.928,1.034,3.096,10.928,1.034,1425,784,1477,105.6,374.3,138,105.6,374.3,138
174.12,513.52,-383.5,1.294,2.214,-2.494,1.294,2.214,-2.494,1425,796,1846,141.2,483.3,168.7,141.2,483.3,168.7
-319.1333333,625.2333333,-652.4,-0.62,-70.85666667,-33.71333333,-0.62,-70.85666667,-33.71333333,1252,516,687,115.1,269.7,97.3,115.1,269.7,97.3
-251.92,674.7,-622.28,11.194,9.614,-15.036,11.194,9.614,-15.036,1017,957,2259,356.1,644.5,309.6,356.1,644.5,309.6
-225.34,636.12,-727.94,11.062,8.936,4.464,11.062,8.936,4.464,1103,1044,2216,194.1,594.6,256.8,194.1,594.6,256.8
-196.22,638.96,-720.92,7.986,28.562,4.452,7.986,28.562,4.452,1123,1014,2689,220.9,634.9,258.5,220.9,634.9,258.5
-276.04,640.68,-572.42,-10.262,-25.656,-19.422,-10.262,-25.656,-19.422,984,1160,2751,163,640,246.2,163,640,246.2
-83.84,635.28,-655.48,7.206,-29.998,-13.896,7.206,-29.998,-13.896,1103,1031,2268,188.6,523.6,230.6,188.6,523.6,230.6
31.16,542.66,-558.66,2.496,-10.4,-10.394,2.496,-10.4,-10.394,1157,1117,2127,145.2,528.3,235,145.2,528.3,235
35.66,559.98,-617.84,9.114,15.788,6.222,9.114,15.788,6.222,1010,1056,2338,161.2,541,203.9,161.2,541,203.9
-40.94,594.92,-680,9.918,29.98,6.626,9.918,29.98,6.626,1165,946,1957,172.1,492.3,228.8,172.1,492.3,228.8
-28.4,615.92,-551.8,-2.902,-47.694,-23.29,-2.902,-47.694,-23.29,1322,940,2028,158.7,530.5,203.8,158.7,530.5,203.8
-120.1,597.68,-677.24,3.942,-2.1,-7.146,3.942,-2.1,-7.146,1043,1028,2430,220.4,626.8,285.4,220.4,626.8,285.4
-103.42,581,-657.2,5.938,1.428,-1.066,5.938,1.428,-1.066,1077,1405,2682,204,623,249.8,204,623,249.8
-47.84,583.32,-650.7,3.218,13.384,2.65,3.218,13.384,2.65,1090,889,2281,182.8,536.1,210.6,182.8,536.1,210.6
-79.52,608.52,-773.84,3.842,-7.572,-2.246,3.842,-7.572,-2.246,1176,894,2186,119.9,504.9,195.5,119.9,504.9,195.5
-317.2,610.15,-457.35,-14.04,-35.1075,-14.6775,-14.04,-35.1075,-14.6775,1248,870,1850,142.7,530.4,172.9,142.7,530.4,172.9
