Logged started on,05/11/2021 12:31:10
Feature,Magnetometer
Nodes,AM1V330 @393B30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
05/11/2021 12:33:00.644,110287,AM1V330 @393B30,15344,50FD410235FF,-688,577,-203
05/11/2021 12:33:00.693,110321,AM1V330 @393B30,15350,7BFD710246FF,-645,625,-186
05/11/2021 12:33:00.725,110353,AM1V330 @393B30,15356,A4FDAC025BFF,-604,684,-165
05/11/2021 12:33:00.785,110413,AM1V330 @393B30,15363,D8FDD6026BFF,-552,726,-149
05/11/2021 12:33:00.846,110475,AM1V330 @393B30,15369,0BFEEC0277FF,-501,748,-137
05/11/2021 12:33:00.874,110501,AM1V330 @393B30,15375,43FE07038BFF,-445,775,-117
05/11/2021 12:33:00.935,110563,AM1V330 @393B30,15381,68FE150394FF,-408,789,-108
05/11/2021 12:33:00.995,110624,AM1V330 @393B30,15388,73FE18039DFF,-397,792,-99
05/11/2021 12:33:01.022,110650,AM1V330 @393B30,15394,7DFE18039AFF,-387,792,-102
05/11/2021 12:33:01.083,110711,AM1V330 @393B30,15400,8BFE16037FFF,-373,790,-129
05/11/2021 12:33:01.144,110772,AM1V330 @393B30,15406,A6FE040361FF,-346,772,-159
05/11/2021 12:33:01.173,110801,AM1V330 @393B30,15413,C7FEEB024AFF,-313,747,-182
05/11/2021 12:33:01.232,110860,AM1V330 @393B30,15419,E0FED00213FF,-288,720,-237
05/11/2021 12:33:01.293,110921,AM1V330 @393B30,15425,EEFEA702E7FE,-274,679,-281
05/11/2021 12:33:01.325,110953,AM1V330 @393B30,15431,F2FE7D02B7FE,-270,637,-329
05/11/2021 12:33:01.383,111012,AM1V330 @393B30,15438,F8FE5902AAFE,-264,601,-342
05/11/2021 12:33:01.445,111073,AM1V330 @393B30,15444,0FFF4702A2FE,-241,583,-350
05/11/2021 12:33:01.475,111103,AM1V330 @393B30,15450,1FFF38029BFE,-225,568,-357
05/11/2021 12:33:01.535,111163,AM1V330 @393B30,15456,24FF380290FE,-220,568,-368
05/11/2021 12:33:01.593,111222,AM1V330 @393B30,15463,2BFF350292FE,-213,565,-366
05/11/2021 12:33:01.625,111253,AM1V330 @393B30,15469,1FFF2B0292FE,-225,555,-366
05/11/2021 12:33:01.685,111313,AM1V330 @393B30,15475,1CFF260286FE,-228,550,-378
05/11/2021 12:33:01.744,111372,AM1V330 @393B30,15481,0FFF260287FE,-241,550,-377
05/11/2021 12:33:01.775,111403,AM1V330 @393B30,15488,FDFE230289FE,-259,547,-375
05/11/2021 12:33:01.833,111461,AM1V330 @393B30,15494,0CFF290287FE,-244,553,-377
05/11/2021 12:33:01.893,111522,AM1V330 @393B30,15500,0DFF200280FE,-243,544,-384
05/11/2021 12:33:01.925,111553,AM1V330 @393B30,15506,1BFF220281FE,-229,546,-383
05/11/2021 12:33:01.985,111613,AM1V330 @393B30,15513,2AFF100293FE,-214,528,-365
05/11/2021 12:33:02.043,111672,AM1V330 @393B30,15519,1CFF0A0287FE,-228,522,-377
05/11/2021 12:33:02.074,111702,AM1V330 @393B30,15525,01FFFB0184FE,-255,507,-380
05/11/2021 12:33:02.135,111763,AM1V330 @393B30,15531,10FFFF018FFE,-240,511,-369
05/11/2021 12:33:02.195,111823,AM1V330 @393B30,15538,01FF050299FE,-255,517,-359
05/11/2021 12:33:02.225,111853,AM1V330 @393B30,15544,0DFF050292FE,-243,517,-366
05/11/2021 12:33:02.285,111914,AM1V330 @393B30,15550,19FF0B029EFE,-231,523,-354
05/11/2021 12:33:02.345,111973,AM1V330 @393B30,15556,19FF11029FFE,-231,529,-353
05/11/2021 12:33:02.374,112002,AM1V330 @393B30,15563,1FFF0E02A8FE,-225,526,-344
05/11/2021 12:33:02.433,112062,AM1V330 @393B30,15569,16FF1102A1FE,-234,529,-351
05/11/2021 12:33:02.493,112121,AM1V330 @393B30,15575,1EFF0802AAFE,-226,520,-342
05/11/2021 12:33:02.523,112151,AM1V330 @393B30,15581,28FF1902ADFE,-216,537,-339
05/11/2021 12:33:02.584,112212,AM1V330 @393B30,15588,33FF0D0298FE,-205,525,-360
05/11/2021 12:33:02.643,112271,AM1V330 @393B30,15594,2BFF140296FE,-213,532,-362
05/11/2021 12:33:02.673,112301,AM1V330 @393B30,15600,1BFF160280FE,-229,534,-384
05/11/2021 12:33:02.765,112393,AM1V330 @393B30,15606,1FFF0A0281FE,-225,522,-383
05/11/2021 12:33:02.795,112423,AM1V330 @393B30,15613,10FF10027BFE,-240,528,-389
05/11/2021 12:33:02.855,112483,AM1V330 @393B30,15619,0FFF0B027AFE,-241,523,-390
05/11/2021 12:33:02.885,112513,AM1V330 @393B30,15625,0CFF070278FE,-244,519,-392
05/11/2021 12:33:02.945,112573,AM1V330 @393B30,15631,01FF0B026EFE,-255,523,-402
05/11/2021 12:33:02.973,112601,AM1V330 @393B30,15638,FDFE110275FE,-259,529,-395
05/11/2021 12:33:03.033,112661,AM1V330 @393B30,15644,FBFE100277FE,-261,528,-393
05/11/2021 12:33:03.094,112722,AM1V330 @393B30,15650,F7FE17027DFE,-265,535,-387
05/11/2021 12:33:03.123,112751,AM1V330 @393B30,15656,03FF170280FE,-253,535,-384
05/11/2021 12:33:03.184,112812,AM1V330 @393B30,15663,13FF1A0283FE,-237,538,-381
05/11/2021 12:33:03.243,112871,AM1V330 @393B30,15669,1BFF16028AFE,-229,534,-374
05/11/2021 12:33:03.274,112902,AM1V330 @393B30,15675,24FF0B0290FE,-220,523,-368
05/11/2021 12:33:03.333,112961,AM1V330 @393B30,15681,22FFF8018DFE,-222,504,-371
05/11/2021 12:33:03.394,113022,AM1V330 @393B30,15688,1EFF020292FE,-226,514,-366
05/11/2021 12:33:03.454,113082,AM1V330 @393B30,15694,27FF020299FE,-217,514,-359
05/11/2021 12:33:03.485,113113,AM1V330 @393B30,15700,1CFF0B02B1FE,-228,523,-335
05/11/2021 12:33:03.545,113173,AM1V330 @393B30,15706,28FF0702A7FE,-216,519,-345
05/11/2021 12:33:03.575,113203,AM1V330 @393B30,15713,2AFF0E02B4FE,-214,526,-332
05/11/2021 12:33:03.634,113262,AM1V330 @393B30,15719,2BFF0802A1FE,-213,520,-351
05/11/2021 12:33:03.693,113322,AM1V330 @393B30,15725,2BFF0D02A1FE,-213,525,-351
05/11/2021 12:33:03.725,113353,AM1V330 @393B30,15731,1CFF1C02A1FE,-228,540,-351
05/11/2021 12:33:03.785,113413,AM1V330 @393B30,15738,22FF35029FFE,-222,565,-353
05/11/2021 12:33:03.843,113471,AM1V330 @393B30,15744,2DFF3202B0FE,-211,562,-336
05/11/2021 12:33:03.902,113531,AM1V330 @393B30,15750,19FF3A02A7FE,-231,570,-345
05/11/2021 12:33:03.935,113563,AM1V330 @393B30,15756,18FF3A02A1FE,-232,570,-351
05/11/2021 12:33:04.024,113653,AM1V330 @393B30,15763,27FF3B028CFE,-217,571,-372
05/11/2021 12:33:04.024,113653,AM1V330 @393B30,15769,13FF310284FE,-237,561,-380
05/11/2021 12:33:04.083,113712,AM1V330 @393B30,15775,06FF250281FE,-250,549,-383
05/11/2021 12:33:04.145,113773,AM1V330 @393B30,15781,09FF2B0280FE,-247,555,-384
05/11/2021 12:33:04.174,113801,AM1V330 @393B30,15788,12FF2F028CFE,-238,559,-372
05/11/2021 12:33:04.235,113864,AM1V330 @393B30,15794,01FF220296FE,-255,546,-362
