Logged started on,05/11/2021 12:31:10
Feature,Accelerometer
Nodes,AM1V330 @393B30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
05/11/2021 12:31:23.765,13403,AM1V330 @393B30,3231,F1FE2F035403,-271,815,852
05/11/2021 12:31:23.794,13422,AM1V330 @393B30,3238,A9FFD003D503,-87,976,981
05/11/2021 12:31:23.854,13483,AM1V330 @393B30,3244,EDFF3F045704,-19,1087,1111
05/11/2021 12:31:23.914,13543,AM1V330 @393B30,3250,CCFF57048B04,-52,1111,1163
05/11/2021 12:31:23.945,13573,AM1V330 @393B30,3256,7DFF8503F503,-131,901,1013
05/11/2021 12:31:24.003,13631,AM1V330 @393B30,3263,98FF8D02A003,-104,653,928
05/11/2021 12:31:24.066,13694,AM1V330 @393B30,3269,80FF63019B03,-128,355,923
05/11/2021 12:31:24.094,13722,AM1V330 @393B30,3275,84FF52002903,-124,82,809
05/11/2021 12:31:24.155,13783,AM1V330 @393B30,3281,73FF0700E102,-141,7,737
05/11/2021 12:31:24.214,13843,AM1V330 @393B30,3288,01FF38001A03,-255,56,794
05/11/2021 12:31:24.243,13871,AM1V330 @393B30,3294,30FF33001603,-208,51,790
05/11/2021 12:31:24.305,13933,AM1V330 @393B30,3300,61FFECFF4C03,-159,-20,844
05/11/2021 12:31:24.364,13993,AM1V330 @393B30,3306,30FF2D00AC03,-208,45,940
05/11/2021 12:31:24.394,14022,AM1V330 @393B30,3313,52FFD3FF4503,-174,-45,837
05/11/2021 12:31:24.453,14081,AM1V330 @393B30,3319,7BFF3E008D03,-133,62,909
05/11/2021 12:31:24.514,14142,AM1V330 @393B30,3325,66FF0100F203,-154,1,1010
05/11/2021 12:31:24.544,14172,AM1V330 @393B30,3331,7DFFA7FF8603,-131,-89,902
05/11/2021 12:31:24.633,14261,AM1V330 @393B30,3338,5EFFC8FF0104,-162,-56,1025
05/11/2021 12:31:24.664,14292,AM1V330 @393B30,3344,85FFECFFCD03,-123,-20,973
05/11/2021 12:31:24.695,14322,AM1V330 @393B30,3350,DFFF1F00EF03,-33,31,1007
05/11/2021 12:31:24.755,14383,AM1V330 @393B30,3356,E7FFDCFFD703,-25,-36,983
05/11/2021 12:31:24.814,14443,AM1V330 @393B30,3363,6C0003001E04,108,3,1054
