Logged started on,05/11/2021 12:31:10
Feature,Magnetometer
Nodes,AM1V330 @393B30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
05/11/2021 12:31:23.765,13409,AM1V330 @393B30,3231,41FE4002C0FE,-447,576,-320
05/11/2021 12:31:23.794,13422,AM1V330 @393B30,3238,40FE3B02BAFE,-448,571,-326
05/11/2021 12:31:23.854,13483,AM1V330 @393B30,3244,41FE4902BFFE,-447,585,-321
05/11/2021 12:31:23.914,13543,AM1V330 @393B30,3250,4CFE3A02BFFE,-436,570,-321
05/11/2021 12:31:23.945,13573,AM1V330 @393B30,3256,53FE2F02B3FE,-429,559,-333
05/11/2021 12:31:24.003,13631,AM1V330 @393B30,3263,6BFE3202A1FE,-405,562,-351
05/11/2021 12:31:24.066,13694,AM1V330 @393B30,3269,86FE20029BFE,-378,544,-357
05/11/2021 12:31:24.094,13722,AM1V330 @393B30,3275,A0FE220296FE,-352,546,-362
05/11/2021 12:31:24.155,13783,AM1V330 @393B30,3281,BFFE290298FE,-321,553,-360
05/11/2021 12:31:24.214,13842,AM1V330 @393B30,3288,CAFE2B0298FE,-310,555,-360
05/11/2021 12:31:24.243,13871,AM1V330 @393B30,3294,E9FE35029FFE,-279,565,-353
05/11/2021 12:31:24.305,13933,AM1V330 @393B30,3300,0FFF35029FFE,-241,565,-353
05/11/2021 12:31:24.365,13993,AM1V330 @393B30,3306,2EFF3402A2FE,-210,564,-350
05/11/2021 12:31:24.394,14022,AM1V330 @393B30,3313,24FF4002A7FE,-220,576,-345
05/11/2021 12:31:24.453,14082,AM1V330 @393B30,3319,2EFF3202A8FE,-210,562,-344
05/11/2021 12:31:24.514,14142,AM1V330 @393B30,3325,33FF3402ABFE,-205,564,-341
05/11/2021 12:31:24.544,14172,AM1V330 @393B30,3331,3DFF3B02B7FE,-195,571,-329
05/11/2021 12:31:24.633,14261,AM1V330 @393B30,3338,49FF3D02ABFE,-183,573,-341
05/11/2021 12:31:24.664,14292,AM1V330 @393B30,3344,3FFF3B02A7FE,-193,571,-345
05/11/2021 12:31:24.695,14322,AM1V330 @393B30,3350,3AFF3202A7FE,-198,562,-345
05/11/2021 12:31:24.755,14383,AM1V330 @393B30,3356,3CFF2C029CFE,-196,556,-356
05/11/2021 12:31:24.814,14443,AM1V330 @393B30,3363,40FF2802A5FE,-192,552,-347
05/11/2021 12:31:24.844,14472,AM1V330 @393B30,3369,43FF2902A4FE,-189,553,-348
05/11/2021 12:31:24.905,14533,AM1V330 @393B30,3375,3DFF2602A2FE,-195,550,-350
05/11/2021 12:31:24.964,14593,AM1V330 @393B30,3381,3CFF220299FE,-196,546,-359
05/11/2021 12:31:24.995,14623,AM1V330 @393B30,3388,2DFF1A0295FE,-211,538,-363
05/11/2021 12:31:25.055,14683,AM1V330 @393B30,3394,19FF22028DFE,-231,546,-371
05/11/2021 12:31:25.114,14743,AM1V330 @393B30,3400,22FF130296FE,-222,531,-362
05/11/2021 12:31:25.143,14772,AM1V330 @393B30,3406,2EFF1102A4FE,-210,529,-348
05/11/2021 12:31:25.205,14833,AM1V330 @393B30,3413,37FF050299FE,-201,517,-359
05/11/2021 12:31:25.265,14893,AM1V330 @393B30,3419,43FFF90199FE,-189,505,-359
05/11/2021 12:31:25.295,14923,AM1V330 @393B30,3425,55FFE30195FE,-171,483,-363
05/11/2021 12:31:25.355,14983,AM1V330 @393B30,3431,42FFDD01A5FE,-190,477,-347
05/11/2021 12:31:25.414,15043,AM1V330 @393B30,3438,42FFE90199FE,-190,489,-359
05/11/2021 12:31:25.444,15072,AM1V330 @393B30,3444,57FFF501B4FE,-169,501,-332
05/11/2021 12:31:25.505,15133,AM1V330 @393B30,3450,4CFFF301C3FE,-180,499,-317
05/11/2021 12:31:25.564,15193,AM1V330 @393B30,3456,42FF0502A8FE,-190,517,-344
05/11/2021 12:31:25.595,15223,AM1V330 @393B30,3463,37FF0202B0FE,-201,514,-336
05/11/2021 12:31:25.655,15283,AM1V330 @393B30,3469,37FF0B02B6FE,-201,523,-330
05/11/2021 12:31:25.716,15344,AM1V330 @393B30,3475,40FF0E02B6FE,-192,526,-330
05/11/2021 12:31:25.774,15402,AM1V330 @393B30,3481,36FF1A02ABFE,-202,538,-341
05/11/2021 12:31:25.804,15432,AM1V330 @393B30,3488,2DFF1A029EFE,-211,538,-354
05/11/2021 12:31:25.865,15493,AM1V330 @393B30,3494,1FFF250296FE,-225,549,-362
05/11/2021 12:31:25.894,15522,AM1V330 @393B30,3500,25FF2302A1FE,-219,547,-351
05/11/2021 12:31:25.953,15581,AM1V330 @393B30,3506,16FF2302A2FE,-234,547,-350
05/11/2021 12:31:26.014,15642,AM1V330 @393B30,3513,0FFF2C0295FE,-241,556,-363
05/11/2021 12:31:26.044,15672,AM1V330 @393B30,3519,0FFF290295FE,-241,553,-363
05/11/2021 12:31:26.105,15733,AM1V330 @393B30,3525,07FF29029FFE,-249,553,-353
05/11/2021 12:31:26.165,15793,AM1V330 @393B30,3531,FBFE2C0296FE,-261,556,-362
05/11/2021 12:31:26.194,15822,AM1V330 @393B30,3538,0AFF1C029FFE,-246,540,-353
05/11/2021 12:31:26.254,15882,AM1V330 @393B30,3544,28FF1D02A7FE,-216,541,-345
05/11/2021 12:31:26.314,15943,AM1V330 @393B30,3550,28FF1702ABFE,-216,535,-341
05/11/2021 12:31:26.344,15972,AM1V330 @393B30,3556,2EFF1602B0FE,-210,534,-336
05/11/2021 12:31:26.403,16031,AM1V330 @393B30,3563,2EFF0B02B6FE,-210,523,-330
05/11/2021 12:31:26.463,16091,AM1V330 @393B30,3569,3DFF0A02B7FE,-195,522,-329
05/11/2021 12:31:26.494,16122,AM1V330 @393B30,3575,2EFF0702B1FE,-210,519,-335
05/11/2021 12:31:26.555,16183,AM1V330 @393B30,3581,46FF1402B9FE,-186,532,-327
05/11/2021 12:31:26.612,16240,AM1V330 @393B30,3588,52FF0702C0FE,-174,519,-320
05/11/2021 12:31:26.644,16272,AM1V330 @393B30,3594,46FF1402BAFE,-186,532,-326
05/11/2021 12:31:26.704,16332,AM1V330 @393B30,3600,55FF1C02BFFE,-171,540,-321
05/11/2021 12:31:26.764,16393,AM1V330 @393B30,3606,55FF2302BAFE,-171,547,-326
05/11/2021 12:31:26.795,16423,AM1V330 @393B30,3613,43FF1D02AEFE,-189,541,-338
05/11/2021 12:31:26.855,16483,AM1V330 @393B30,3619,1EFF2302A1FE,-226,547,-351
