Logged started on,05/11/2021 12:31:10
Feature,Gyroscope
Nodes,AM1V330 @393B30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps)
05/11/2021 12:31:23.765,13406,AM1V330 @393B30,3231,1900C7FF6200,2.5,-5.7,9.8
05/11/2021 12:31:23.794,13422,AM1V330 @393B30,3238,A0FF2700F900,-9.6,3.9,24.9
05/11/2021 12:31:23.854,13483,AM1V330 @393B30,3244,D3FE67003902,-30.1,10.3,56.9
05/11/2021 12:31:23.914,13543,AM1V330 @393B30,3250,89FDF5FF7D03,-63.1,-1.1,89.3
05/11/2021 12:31:23.945,13573,AM1V330 @393B30,3256,CDFC09FF2E04,-81.9,-24.7,107
05/11/2021 12:31:24.003,13631,AM1V330 @393B30,3263,D2FBA9FE1A04,-107,-34.3,105
05/11/2021 12:31:24.066,13694,AM1V330 @393B30,3269,49FB0CFF4A03,-120.7,-24.4,84.2
05/11/2021 12:31:24.094,13722,AM1V330 @393B30,3275,25FC7BFFEB01,-98.7,-13.3,49.1
05/11/2021 12:31:24.155,13783,AM1V330 @393B30,3281,49FD8CFF9C00,-69.5,-11.6,15.6
05/11/2021 12:31:24.214,13842,AM1V330 @393B30,3288,E9FD3100C6FF,-53.5,4.9,-5.8
05/11/2021 12:31:24.243,13871,AM1V330 @393B30,3294,24FD860020FF,-73.2,13.4,-22.4
05/11/2021 12:31:24.305,13933,AM1V330 @393B30,3300,1AFE7400A0FF,-48.6,11.6,-9.6
05/11/2021 12:31:24.365,13993,AM1V330 @393B30,3306,6AFE1C001700,-40.6,2.8,2.3
05/11/2021 12:31:24.394,14022,AM1V330 @393B30,3313,DBFEC1FF4600,-29.3,-6.3,7
05/11/2021 12:31:24.453,14081,AM1V330 @393B30,3319,D8FFE9FFEB00,-4,-2.3,23.5
05/11/2021 12:31:24.514,14142,AM1V330 @393B30,3325,41FE0C00A300,-44.7,1.2,16.3
05/11/2021 12:31:24.544,14172,AM1V330 @393B30,3331,D0FEECFF4F00,-30.4,-2,7.9
05/11/2021 12:31:24.633,14261,AM1V330 @393B30,3338,FCFFD2FFBEFF,-0.4,-4.6,-6.6
05/11/2021 12:31:24.664,14292,AM1V330 @393B30,3344,0101BAFF8CFF,25.7,-7,-11.6
05/11/2021 12:31:24.695,14323,AM1V330 @393B30,3350,AF00A6FF66FF,17.5,-9,-15.4
05/11/2021 12:31:24.755,14383,AM1V330 @393B30,3356,80FFBEFF6EFF,-12.8,-6.6,-14.6
05/11/2021 12:31:24.814,14443,AM1V330 @393B30,3363,D800CBFF2300,21.6,-5.3,3.5
05/11/2021 12:31:24.844,14472,AM1V330 @393B30,3369,C5FFFFFFDDFF,-5.9,-0.1,-3.5
05/11/2021 12:31:24.905,14533,AM1V330 @393B30,3375,1A00B6FF1C00,2.6,-7.4,2.8
05/11/2021 12:31:24.964,14593,AM1V330 @393B30,3381,0C01C2FF8B00,26.8,-6.2,13.9
05/11/2021 12:31:24.995,14623,AM1V330 @393B30,3388,4A00E7FF4100,7.4,-2.5,6.5
05/11/2021 12:31:25.055,14683,AM1V330 @393B30,3394,EB008EFF4400,23.5,-11.4,6.8
05/11/2021 12:31:25.114,14743,AM1V330 @393B30,3400,A2FF8AFFD9FF,-9.4,-11.8,-3.9
05/11/2021 12:31:25.143,14771,AM1V330 @393B30,3406,86FE90FEDEFF,-37.8,-36.8,-3.4
05/11/2021 12:31:25.205,14833,AM1V330 @393B30,3413,17FF92FEF0FF,-23.3,-36.6,-1.6
05/11/2021 12:31:25.265,14893,AM1V330 @393B30,3419,DCFEBCFECBFF,-29.2,-32.4,-5.3
05/11/2021 12:31:25.295,14923,AM1V330 @393B30,3425,C7FF1DFE2C00,-5.7,-48.3,4.4
05/11/2021 12:31:25.355,14983,AM1V330 @393B30,3431,5801BFFF7500,34.4,-6.5,11.7
05/11/2021 12:31:25.414,15043,AM1V330 @393B30,3438,09FF2B010400,-24.7,29.9,0.4
05/11/2021 12:31:25.444,15072,AM1V330 @393B30,3444,6BFF7E01DCFF,-14.9,38.2,-3.6
05/11/2021 12:31:25.505,15133,AM1V330 @393B30,3450,CB00ED0171FF,20.3,49.3,-14.3
05/11/2021 12:31:25.564,15193,AM1V330 @393B30,3456,C001AAFFE0FF,44.8,-8.6,-3.2
05/11/2021 12:31:25.595,15222,AM1V330 @393B30,3463,8E002B001200,14.2,4.3,1.8
05/11/2021 12:31:25.655,15283,AM1V330 @393B30,3469,3EFF130256FF,-19.4,53.1,-17
05/11/2021 12:31:25.716,15344,AM1V330 @393B30,3475,D0003100D8FF,20.8,4.9,-4
05/11/2021 12:31:25.774,15403,AM1V330 @393B30,3481,CD00A1FFCFFF,20.5,-9.5,-4.9
05/11/2021 12:31:25.804,15432,AM1V330 @393B30,3488,49020F00B500,58.5,1.5,18.1
05/11/2021 12:31:25.865,15493,AM1V330 @393B30,3494,F3FF7B000800,-1.3,12.3,0.8
05/11/2021 12:31:25.894,15522,AM1V330 @393B30,3500,3400B1009500,5.2,17.7,14.9
05/11/2021 12:31:25.953,15581,AM1V330 @393B30,3506,CF0048006300,20.7,7.2,9.9
05/11/2021 12:31:26.014,15643,AM1V330 @393B30,3513,B6004D001700,18.2,7.7,2.3
05/11/2021 12:31:26.044,15672,AM1V330 @393B30,3519,8EFF92FFF9FF,-11.4,-11,-0.7
05/11/2021 12:31:26.105,15733,AM1V330 @393B30,3525,6C0100FFA800,36.4,-25.6,16.8
05/11/2021 12:31:26.165,15793,AM1V330 @393B30,3531,2A0015FF4400,4.2,-23.5,6.8
05/11/2021 12:31:26.194,15822,AM1V330 @393B30,3538,15FE0700B6FF,-49.1,0.7,-7.4
05/11/2021 12:31:26.254,15882,AM1V330 @393B30,3544,30FE0900DDFF,-46.4,0.9,-3.5
05/11/2021 12:31:26.314,15942,AM1V330 @393B30,3550,59FF64FF2500,-16.7,-15.6,3.7
05/11/2021 12:31:26.344,15972,AM1V330 @393B30,3556,CCFF9EFFC8FF,-5.2,-9.8,-5.6
05/11/2021 12:31:26.403,16031,AM1V330 @393B30,3563,90FF1700AFFF,-11.2,2.3,-8.1
05/11/2021 12:31:26.463,16091,AM1V330 @393B30,3569,B2FF66FFB2FF,-7.8,-15.4,-7.8
05/11/2021 12:31:26.494,16122,AM1V330 @393B30,3575,BA004200E3FF,18.6,6.6,-2.9
05/11/2021 12:31:26.555,16183,AM1V330 @393B30,3581,FDFDCD002FFF,-51.5,20.5,-20.9
05/11/2021 12:31:26.612,16240,AM1V330 @393B30,3588,2000B8FFE5FF,3.2,-7.2,-2.7
