Logged started on,28/11/2021 11:33:17
Feature,Magnetometer
Nodes,AM1V330 @393B30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
28/11/2021 11:38:11.654,293834,AM1V330 @393B30,38621,DCFC04022200,-804,516,34
28/11/2021 11:38:11.715,293881,AM1V330 @393B30,38627,EEFC0D023300,-786,525,51
28/11/2021 11:38:11.775,293941,AM1V330 @393B30,38633,EBFC1D022800,-789,541,40
28/11/2021 11:38:11.804,293970,AM1V330 @393B30,38639,F7FC20024500,-777,544,69
28/11/2021 11:38:11.865,294031,AM1V330 @393B30,38646,F1FC32023D00,-783,562,61
28/11/2021 11:38:11.894,294060,AM1V330 @393B30,38652,FDFC35025100,-771,565,81
28/11/2021 11:38:11.955,294121,AM1V330 @393B30,38658,FFFC34025400,-769,564,84
28/11/2021 11:38:12.015,294181,AM1V330 @393B30,38664,FAFC38025700,-774,568,87
28/11/2021 11:38:12.044,294210,AM1V330 @393B30,38671,02FD38026600,-766,568,102
28/11/2021 11:38:12.105,294271,AM1V330 @393B30,38677,EBFC31027B00,-789,561,123
28/11/2021 11:38:12.164,294331,AM1V330 @393B30,38683,F0FC16028D00,-784,534,141
28/11/2021 11:38:12.195,294361,AM1V330 @393B30,38689,E2FCEF01A500,-798,495,165
28/11/2021 11:38:12.255,294421,AM1V330 @393B30,38696,D5FCC301CA00,-811,451,202
28/11/2021 11:38:12.315,294481,AM1V330 @393B30,38702,D8FC8F01EA00,-808,399,234
28/11/2021 11:38:12.344,294510,AM1V330 @393B30,38708,F0FC4201F600,-784,322,246
28/11/2021 11:38:12.405,294571,AM1V330 @393B30,38714,02FDE100E200,-766,225,226
28/11/2021 11:38:12.465,294631,AM1V330 @393B30,38721,1AFD9A00B500,-742,154,181
28/11/2021 11:38:12.494,294660,AM1V330 @393B30,38727,32FD6A008700,-718,106,135
28/11/2021 11:38:12.555,294722,AM1V330 @393B30,38733,4AFD4E005B00,-694,78,91
28/11/2021 11:38:12.615,294781,AM1V330 @393B30,38739,62FD36003300,-670,54,51
28/11/2021 11:38:12.644,294810,AM1V330 @393B30,38746,6FFD30000300,-657,48,3
28/11/2021 11:38:12.704,294870,AM1V330 @393B30,38752,80FD3000F5FF,-640,48,-11
28/11/2021 11:38:12.764,294931,AM1V330 @393B30,38758,6FFD2A00E2FF,-657,42,-30
28/11/2021 11:38:12.794,294960,AM1V330 @393B30,38764,6FFD3000FDFF,-657,48,-3
28/11/2021 11:38:12.855,295021,AM1V330 @393B30,38771,57FD3C002400,-681,60,36
28/11/2021 11:38:12.915,295081,AM1V330 @393B30,38777,47FD51006400,-697,81,100
28/11/2021 11:38:12.944,295111,AM1V330 @393B30,38783,35FD6C008D00,-715,108,141
28/11/2021 11:38:13.005,295171,AM1V330 @393B30,38789,24FDA000CA00,-732,160,202
28/11/2021 11:38:13.065,295231,AM1V330 @393B30,38796,F9FCD500D800,-775,213,216
28/11/2021 11:38:13.094,295260,AM1V330 @393B30,38802,EDFC3C01E700,-787,316,231
28/11/2021 11:38:13.155,295321,AM1V330 @393B30,38808,DBFC6501E800,-805,357,232
28/11/2021 11:38:13.215,295381,AM1V330 @393B30,38814,DBFCA401CF00,-805,420,207
28/11/2021 11:38:13.244,295410,AM1V330 @393B30,38821,DBFCD701B700,-805,471,183
28/11/2021 11:38:13.304,295471,AM1V330 @393B30,38827,E4FCFB019700,-796,507,151
28/11/2021 11:38:13.365,295531,AM1V330 @393B30,38833,E7FC17027C00,-793,535,124
28/11/2021 11:38:13.394,295561,AM1V330 @393B30,38839,E8FC1C028500,-792,540,133
28/11/2021 11:38:13.455,295621,AM1V330 @393B30,38846,E7FC1F029C00,-793,543,156
28/11/2021 11:38:13.515,295681,AM1V330 @393B30,38852,E8FCF501C000,-792,501,192
28/11/2021 11:38:13.544,295710,AM1V330 @393B30,38858,E4FCC501ED00,-796,453,237
28/11/2021 11:38:13.604,295771,AM1V330 @393B30,38864,EBFC84010601,-789,388,262
28/11/2021 11:38:13.664,295830,AM1V330 @393B30,38871,F1FC42010801,-783,322,264
